ablation,seed,metric,agg,ref,new,delta,class
mlp_attn,7,f1,std,0.100455534844542,0.08858692320786053,-0.011868611636681473,FLAG
mlp_norm01,42,auc,mean,0.9540506628787879,0.946467013888889,-0.007583648989898939,small
mlp_norm01,42,auc,std,0.03261364975849186,0.023464980379727364,-0.009148669378764497,small
mlp_norm01,42,acc,mean,0.84375,0.81875,-0.025000000000000022,FLAG
mlp_norm01,42,acc,std,0.054126587736527426,0.05412658773652742,-6.938893903907228e-18,exact
mlp_norm01,42,balanced_acc,mean,0.8296559343434344,0.8165404040404041,-0.013115530303030365,FLAG
mlp_norm01,42,balanced_acc,std,0.06575935243819224,0.06192110230710893,-0.0038382501310833123,small
mlp_norm01,42,sen,mean,0.819034090909091,0.9511363636363637,0.1321022727272727,FLAG
mlp_norm01,42,sen,std,0.1593005416735277,0.0612688662123117,-0.098031675461216,FLAG
mlp_norm01,42,spe,mean,0.8402777777777777,0.6819444444444445,-0.15833333333333321,FLAG
mlp_norm01,42,spe,std,0.12786078221890257,0.1659882023920174,0.03812742017311482,FLAG
mlp_norm01,42,f1,mean,0.8275075075075075,0.8412935619591966,0.013786054451689123,FLAG
mlp_norm01,42,f1,std,0.09652479450832202,0.0392127375368943,-0.05731205697142772,FLAG
mlp_norm01,1234,auc,mean,0.9529048295454546,0.9546275252525254,0.0017226957070707316,small
mlp_norm01,1234,auc,std,0.020101950948580638,0.03192504189276193,0.01182309094418129,FLAG
mlp_norm01,1234,acc,mean,0.78125,0.8062499999999999,0.02499999999999991,FLAG
mlp_norm01,1234,acc,std,0.09742785792574934,0.06465050270492877,-0.03277735522082058,FLAG
mlp_norm01,1234,balanced_acc,mean,0.7835227272727273,0.8126578282828283,0.029135101010100972,FLAG
mlp_norm01,1234,balanced_acc,std,0.08572393165667151,0.054118993687000516,-0.031604937969670996,FLAG
mlp_norm01,1234,sen,mean,0.7857954545454546,0.6954545454545455,-0.09034090909090908,FLAG
mlp_norm01,1234,sen,std,0.27361774608214723,0.14655126313775915,-0.12706648294438808,FLAG
mlp_norm01,1234,spe,mean,0.78125,0.929861111111111,0.14861111111111103,FLAG
mlp_norm01,1234,spe,std,0.184877493221863,0.047522533641460064,-0.13735495958040295,FLAG
mlp_norm01,1234,f1,mean,0.7562671280140375,0.7728753101736974,0.016608182159659868,FLAG
mlp_norm01,1234,f1,std,0.15835368644445932,0.0920913366902526,-0.06626234975420672,FLAG
mlp_norm01,2024,auc,mean,0.9514725378787878,0.9369712752525252,-0.014501262626262612,FLAG
mlp_norm01,2024,auc,std,0.03095368049473691,0.0367738095475592,0.0058201290528222885,small
mlp_norm01,2024,acc,mean,0.825,0.74375,-0.08124999999999993,FLAG
mlp_norm01,2024,acc,std,0.0790569415042095,0.11370878374162653,0.03465184223741703,FLAG
mlp_norm01,2024,balanced_acc,mean,0.8240845959595959,0.7293560606060606,-0.09472853535353531,FLAG
mlp_norm01,2024,balanced_acc,std,0.07258527360195403,0.10431438485371732,0.03172911125176328,FLAG
mlp_norm01,2024,sen,mean,0.8238636363636364,0.8607954545454546,0.03693181818181823,FLAG
mlp_norm01,2024,sen,std,0.16418390087272602,0.15505743237494532,-0.009126468497780704,small
mlp_norm01,2024,spe,mean,0.8243055555555556,0.5979166666666668,-0.22638888888888886,FLAG
mlp_norm01,2024,spe,std,0.21972007127757406,0.31362682644415496,0.0939067551665809,FLAG
mlp_norm01,2024,f1,mean,0.822022602144306,0.7732852527984373,-0.04873734934586871,FLAG
mlp_norm01,2024,f1,std,0.0709051512556342,0.06474928037971353,-0.006155870875920663,small
mlp_norm01,2026,auc,mean,0.9431534090909091,0.9500647095959596,0.0069113005050505105,small
mlp_norm01,2026,auc,std,0.03934385816276795,0.03895656558960509,-0.00038729257316285487,noise
mlp_norm01,2026,acc,mean,0.69375,0.8375,0.14375000000000004,FLAG
mlp_norm01,2026,acc,std,0.1594668852771634,0.06731456008918127,-0.09215232518798214,FLAG
mlp_norm01,2026,balanced_acc,mean,0.7035669191919192,0.8469539141414142,0.14338699494949503,FLAG
mlp_norm01,2026,balanced_acc,std,0.1457644567934406,0.06409038509327132,-0.08167407170016928,FLAG
mlp_norm01,2026,sen,mean,0.6647727272727273,0.8821022727272727,0.21732954545454541,FLAG
mlp_norm01,2026,sen,std,0.3436912985190139,0.12021947205747022,-0.2234718264615437,FLAG
mlp_norm01,2026,spe,mean,0.742361111111111,0.8118055555555556,0.06944444444444453,FLAG
mlp_norm01,2026,spe,std,0.34485512591575374,0.13986290410414207,-0.20499222181161167,FLAG
mlp_norm01,2026,f1,mean,0.6301658453766201,0.8405373089023704,0.2103714635257503,FLAG
mlp_norm01,2026,f1,std,0.27483919687799846,0.07125995473460313,-0.20357924214339534,FLAG
mlp_norm01,7,auc,mean,0.9405555555555556,0.9381281565656566,-0.0024273989898989656,small
mlp_norm01,7,auc,std,0.043380431804966445,0.03709532825059592,-0.006285103554370522,small
mlp_norm01,7,acc,mean,0.8062499999999999,0.86875,0.06250000000000011,FLAG
mlp_norm01,7,acc,std,0.010825317547305445,0.07153451963912248,0.06070920209181704,FLAG
mlp_norm01,7,balanced_acc,mean,0.7940814393939395,0.8747159090909091,0.08063446969696964,FLAG
mlp_norm01,7,balanced_acc,std,0.026067131527240123,0.06653156117568355,0.040464429648443434,FLAG
mlp_norm01,7,sen,mean,0.7985795454545455,0.9306818181818182,0.1321022727272727,FLAG
mlp_norm01,7,sen,std,0.18225334111086794,0.09345166028443452,-0.08880168082643342,FLAG
mlp_norm01,7,spe,mean,0.7895833333333333,0.81875,0.029166666666666674,FLAG
mlp_norm01,7,spe,std,0.16974444071698191,0.07967369312730023,-0.09007074758968169,FLAG
mlp_norm01,7,f1,mean,0.7930949167791272,0.8736403755886357,0.08054545880950847,FLAG
mlp_norm01,7,f1,std,0.062496403736162866,0.06964267282949686,0.007146269093333997,small
sub_attn,42,auc,mean,0.9129229797979798,0.922070707070707,0.00914772727272728,small
sub_attn,42,auc,std,0.06150498221816565,0.0610799966704812,-0.00042498554768444913,noise
sub_attn,42,acc,mean,0.80625,0.8250000000000001,0.018750000000000044,FLAG
sub_attn,42,acc,std,0.06465050270492877,0.0790569415042095,0.014406438799280732,FLAG
sub_attn,42,balanced_acc,mean,0.7996054292929292,0.8306818181818182,0.031076388888888973,FLAG
sub_attn,42,balanced_acc,std,0.07075888668618764,0.07528821352242615,0.004529326836238509,small
sub_attn,42,sen,mean,0.7644886363636363,0.8426136363636363,0.078125,FLAG
sub_attn,42,sen,std,0.15155737456188303,0.09858732285275186,-0.052970051709131175,FLAG
sub_attn,42,spe,mean,0.8347222222222221,0.81875,-0.015972222222222165,FLAG
sub_attn,42,spe,std,0.10018308856572501,0.07967369312730023,-0.020509395438424782,FLAG
sub_attn,42,f1,mean,0.7868950832365467,0.8247535680887921,0.03785848485224541,FLAG
sub_attn,42,f1,std,0.09314649520638416,0.082428407648236,-0.010718087558148154,FLAG
sub_attn,1234,auc,mean,0.9175852272727273,0.9245359848484849,0.006950757575757582,small
sub_attn,1234,auc,std,0.053848719691927935,0.05081776089003956,-0.0030309588018883754,small
sub_attn,1234,acc,mean,0.825,0.84375,0.018750000000000044,FLAG
sub_attn,1234,acc,std,0.04999999999999999,0.0715345196391225,0.021534519639122507,FLAG
sub_attn,1234,balanced_acc,mean,0.823074494949495,0.8459122474747475,0.02283775252525244,FLAG
sub_attn,1234,balanced_acc,std,0.05007386765982362,0.0659905455046966,0.01591667784487298,FLAG
sub_attn,1234,sen,mean,0.8454545454545455,0.8383522727272726,-0.007102272727272818,small
sub_attn,1234,sen,std,0.08570321652256727,0.12984011295763434,0.044136896435067074,FLAG
sub_attn,1234,spe,mean,0.8006944444444444,0.8534722222222222,0.05277777777777781,FLAG
sub_attn,1234,spe,std,0.02044782203379926,0.0437169187098254,0.02326909667602614,FLAG
sub_attn,1234,f1,mean,0.8226450552031948,0.8353551835424129,0.01271012833921814,FLAG
sub_attn,1234,f1,std,0.06751856057013617,0.08529233504216055,0.017773774472024384,FLAG
sub_attn,2024,auc,mean,0.9254300820707071,0.9214772727272728,-0.003952809343434338,small
sub_attn,2024,auc,std,0.051929840799792994,0.058036713334174955,0.006106872534381962,small
sub_attn,2024,acc,mean,0.8250000000000001,0.84375,0.018749999999999933,FLAG
sub_attn,2024,acc,std,0.07705517503711222,0.0836193010016228,0.0065641259645105865,small
sub_attn,2024,balanced_acc,mean,0.8159090909090909,0.8445549242424242,0.02864583333333326,FLAG
sub_attn,2024,balanced_acc,std,0.08179362706735649,0.08294371507285289,0.0011500880054964024,small
sub_attn,2024,sen,mean,0.8255681818181817,0.8599431818181817,0.034375000000000044,FLAG
sub_attn,2024,sen,std,0.13705671407085765,0.07143460118808552,-0.06562211288277213,FLAG
sub_attn,2024,spe,mean,0.80625,0.8291666666666667,0.022916666666666696,FLAG
sub_attn,2024,spe,std,0.08194150183040474,0.09488256224029762,0.012941060409892874,FLAG
sub_attn,2024,f1,mean,0.8157540277480307,0.8425324675324675,0.026778439784436725,FLAG
sub_attn,2024,f1,std,0.09606302192118492,0.08754621939067539,-0.008516802530509529,small
sub_attn,2026,auc,mean,0.9162042297979798,0.9386418876262625,0.022437657828282775,FLAG
sub_attn,2026,auc,std,0.054931968822442515,0.04266027997997405,-0.012271688842468466,FLAG
sub_attn,2026,acc,mean,0.78125,0.8375,0.05625000000000002,FLAG
sub_attn,2026,acc,std,0.05694020986965186,0.05153882032022075,-0.005401389549431111,small
sub_attn,2026,balanced_acc,mean,0.7830334595959596,0.8421875000000001,0.05915404040404049,FLAG
sub_attn,2026,balanced_acc,std,0.05012092271683774,0.04688621934486207,-0.003234703371975671,small
sub_attn,2026,sen,mean,0.7730113636363636,0.8156249999999999,0.042613636363636354,FLAG
sub_attn,2026,sen,std,0.191132808244416,0.11457108468216547,-0.07656172356225054,FLAG
sub_attn,2026,spe,mean,0.7930555555555556,0.8687499999999999,0.07569444444444429,FLAG
sub_attn,2026,spe,std,0.1207854311180383,0.05574187506536239,-0.06504355605267591,FLAG
sub_attn,2026,f1,mean,0.7631944444444444,0.8274863685260403,0.0642919240815959,FLAG
sub_attn,2026,f1,std,0.09713041300040696,0.06722704414152988,-0.02990336885887708,FLAG
sub_attn,7,auc,mean,0.9129821654040404,0.9151641414141414,0.00218197601010095,small
sub_attn,7,auc,std,0.06143573044367118,0.052878092947398356,-0.008557637496272821,small
sub_attn,7,acc,mean,0.7937500000000001,0.84375,0.04999999999999993,FLAG
sub_attn,7,acc,std,0.05694020986965186,0.0480071609241788,-0.00893304894547306,small
sub_attn,7,balanced_acc,mean,0.7906249999999999,0.8378314393939394,0.04720643939393954,FLAG
sub_attn,7,balanced_acc,std,0.05626826862416622,0.050783625952948275,-0.005484642671217947,small
sub_attn,7,sen,mean,0.76875,0.8423295454545454,0.07357954545454537,FLAG
sub_attn,7,sen,std,0.16189393496263516,0.12055467268590198,-0.04133926227673318,FLAG
sub_attn,7,spe,mean,0.8125,0.8333333333333333,0.02083333333333326,FLAG
sub_attn,7,spe,std,0.0533412899157542,0.07081971546656643,0.017478425550812228,FLAG
sub_attn,7,f1,mean,0.7756427375992594,0.8368245405133937,0.06118180291413433,FLAG
sub_attn,7,f1,std,0.09186993953418768,0.06359373881115923,-0.028276200723028444,FLAG
zsub_attn,42,auc,mean,0.9135606060606061,0.9080366161616162,-0.005523989898989834,small
zsub_attn,42,auc,std,0.05918141971726469,0.06493449676955018,0.005753077052285491,small
zsub_attn,42,acc,mean,0.8062499999999999,0.8062499999999999,0.0,exact
zsub_attn,42,acc,std,0.036975498644372586,0.0757772228311384,0.038801724186765814,FLAG
zsub_attn,42,balanced_acc,mean,0.8020675505050505,0.813147095959596,0.01107954545454548,FLAG
zsub_attn,42,balanced_acc,std,0.04391406551764024,0.07041901629355045,0.02650495077591021,FLAG
zsub_attn,42,sen,mean,0.8298295454545455,0.8582386363636364,0.02840909090909094,FLAG
zsub_attn,42,sen,std,0.12325846481166018,0.1289544307967254,0.005695965985065207,small
zsub_attn,42,spe,mean,0.7743055555555556,0.7680555555555555,-0.006250000000000089,small
zsub_attn,42,spe,std,0.11881901827964354,0.06554319563331622,-0.053275822646327325,FLAG
zsub_attn,42,f1,mean,0.8029122960372959,0.8108894728459947,0.007977176808698805,small
zsub_attn,42,f1,std,0.06836060032909175,0.08106602131398423,0.012705420984892482,FLAG
zsub_attn,1234,auc,mean,0.9257930871212121,0.9169404987373738,-0.008852588383838289,small
zsub_attn,1234,auc,std,0.05126436386887646,0.055516432351797394,0.004252068482920937,small
zsub_attn,1234,acc,mean,0.83125,0.8374999999999999,0.006249999999999867,small
zsub_attn,1234,acc,std,0.06931585316505887,0.051538820320220745,-0.01777703284483812,FLAG
zsub_attn,1234,balanced_acc,mean,0.8291666666666667,0.8369633838383839,0.007796717171717149,small
zsub_attn,1234,balanced_acc,std,0.07060632703956896,0.052006514745259434,-0.01859981229430952,FLAG
zsub_attn,1234,sen,mean,0.76875,0.8454545454545455,0.07670454545454541,FLAG
zsub_attn,1234,sen,std,0.16189393496263516,0.08570321652256727,-0.07619071844006789,FLAG
zsub_attn,1234,spe,mean,0.8895833333333334,0.8284722222222222,-0.06111111111111123,FLAG
zsub_attn,1234,spe,std,0.034603965286947196,0.03820706862077476,0.003603103333827566,small
zsub_attn,1234,f1,mean,0.8064325521222073,0.832402094030001,0.02596954190779366,FLAG
zsub_attn,1234,f1,std,0.10116290812284266,0.07087029871773275,-0.030292609405109916,FLAG
zsub_attn,2024,auc,mean,0.9202351641414142,0.9034327651515152,-0.016802398989898992,FLAG
zsub_attn,2024,auc,std,0.04338700249930121,0.07027887462403481,0.026891872124733603,FLAG
zsub_attn,2024,acc,mean,0.8187500000000001,0.8125,-0.006250000000000089,small
zsub_attn,2024,acc,std,0.036975498644372586,0.08003905296791063,0.04306355432353804,FLAG
zsub_attn,2024,balanced_acc,mean,0.8109217171717171,0.817739898989899,0.006818181818181834,small
zsub_attn,2024,balanced_acc,std,0.0444470897829596,0.07412129690708501,0.029674207124125405,FLAG
zsub_attn,2024,sen,mean,0.8142045454545455,0.852840909090909,0.03863636363636358,FLAG
zsub_attn,2024,sen,std,0.1274387614237644,0.0480877888229881,-0.0793509726007763,FLAG
zsub_attn,2024,spe,mean,0.8076388888888889,0.7826388888888889,-0.025000000000000022,FLAG
zsub_attn,2024,spe,std,0.05601804024895314,0.12153174596696031,0.06551370571800717,FLAG
zsub_attn,2024,f1,mean,0.8084909354893488,0.8193473193473193,0.010856383857970497,FLAG
zsub_attn,2024,f1,std,0.07347620167864372,0.07933545116526616,0.005859249486622448,small
zsub_attn,2026,auc,mean,0.9327107007575757,0.9098500631313132,-0.022860637626262448,FLAG
zsub_attn,2026,auc,std,0.05949332820656783,0.05948191992877022,-1.1408277797608779e-05,noise
zsub_attn,2026,acc,mean,0.84375,0.80625,-0.03749999999999998,FLAG
zsub_attn,2026,acc,std,0.10364452469860624,0.08727650027355591,-0.016368024425050337,FLAG
zsub_attn,2026,balanced_acc,mean,0.8495107323232324,0.8158775252525253,-0.03363320707070705,FLAG
zsub_attn,2026,balanced_acc,std,0.09846748963785944,0.08083758807661055,-0.017629901561248884,FLAG
zsub_attn,2026,sen,mean,0.8497159090909091,0.8539772727272728,0.0042613636363636465,small
zsub_attn,2026,sen,std,0.14101987717799758,0.08032692433255036,-0.06069295284544722,FLAG
zsub_attn,2026,spe,mean,0.8493055555555556,0.7777777777777778,-0.07152777777777786,FLAG
zsub_attn,2026,spe,std,0.10791184030391555,0.14829275350043486,0.040380913196519305,FLAG
zsub_attn,2026,f1,mean,0.8356963144294847,0.813092598458452,-0.022603715971032612,FLAG
zsub_attn,2026,f1,std,0.11396335933892279,0.08789316341512664,-0.026070195923796155,FLAG
zsub_attn,7,auc,mean,0.918125,0.9253456439393939,0.007220643939393923,small
zsub_attn,7,auc,std,0.06307411645114616,0.05369269476123221,-0.009381421689913953,small
zsub_attn,7,acc,mean,0.8250000000000001,0.80625,-0.018750000000000044,FLAG
zsub_attn,7,acc,std,0.08838834764831846,0.05694020986965186,-0.0314481377786666,FLAG
zsub_attn,7,balanced_acc,mean,0.8142676767676769,0.8026357323232323,-0.011631944444444597,FLAG
zsub_attn,7,balanced_acc,std,0.09833037937903849,0.06210552956494674,-0.03622484981409175,FLAG
zsub_attn,7,sen,mean,0.7465909090909091,0.8184659090909092,0.07187500000000013,FLAG
zsub_attn,7,sen,std,0.15674817277857336,0.09280819984055624,-0.06393997293801712,FLAG
zsub_attn,7,spe,mean,0.8819444444444444,0.7868055555555554,-0.095138888888889,FLAG
zsub_attn,7,spe,std,0.10087388226620798,0.07913924963842742,-0.021734632627780567,FLAG
zsub_attn,7,f1,mean,0.7968951224765178,0.8027431207568974,0.005847998280379518,small
zsub_attn,7,f1,std,0.12570005201477705,0.07616283362379729,-0.049537218390979756,FLAG
mlp_mean,42,auc,mean,0.9346898674242425,0.9361489898989899,0.001459122474747332,small
mlp_mean,42,auc,std,0.048862059603828785,0.038790165997511256,-0.01007189360631753,FLAG
mlp_mean,42,acc,mean,0.85,0.84375,-0.006249999999999978,small
mlp_mean,42,acc,std,0.07905694150420946,0.06465050270492878,-0.014406438799280677,FLAG
mlp_mean,42,balanced_acc,mean,0.8458175505050505,0.8404356060606062,-0.0053819444444442865,small
mlp_mean,42,balanced_acc,std,0.07845155294671301,0.06052277361958044,-0.01792877932713257,FLAG
mlp_mean,42,sen,mean,0.8298295454545455,0.7954545454545454,-0.034375000000000044,FLAG
mlp_mean,42,sen,std,0.14625661097935125,0.12133043468217398,-0.024926176297177263,FLAG
mlp_mean,42,spe,mean,0.8618055555555556,0.8854166666666667,0.023611111111111138,FLAG
mlp_mean,42,spe,std,0.021550167568309558,0.06830665129481249,0.04675648372650293,FLAG
mlp_mean,42,f1,mean,0.8361542443064183,0.8293766545739779,-0.006777589732440359,small
mlp_mean,42,f1,std,0.09642359466013757,0.07335130294716818,-0.023072291712969387,FLAG
mlp_mean,1234,auc,mean,0.9520438762626263,0.9331897095959596,-0.018854166666666727,FLAG
mlp_mean,1234,auc,std,0.034109926296177165,0.03936187642326156,0.005251950127084397,small
mlp_mean,1234,acc,mean,0.81875,0.8375,0.018750000000000044,FLAG
mlp_mean,1234,acc,std,0.048007160924178796,0.07180703308172538,0.023799872157546587,FLAG
mlp_mean,1234,balanced_acc,mean,0.8253787878787879,0.8379261363636364,0.012547348484848508,FLAG
mlp_mean,1234,balanced_acc,std,0.047751149764655366,0.06678498332981991,0.019033833565164547,FLAG
mlp_mean,1234,sen,mean,0.884090909090909,0.8383522727272726,-0.0457386363636364,FLAG
mlp_mean,1234,sen,std,0.14873780247232887,0.12984011295763434,-0.018897689514694532,FLAG
mlp_mean,1234,spe,mean,0.7666666666666666,0.8375,0.07083333333333341,FLAG
mlp_mean,1234,spe,std,0.16120686809496565,0.007216878364870297,-0.15398998973009537,FLAG
mlp_mean,1234,f1,mean,0.8257276507276508,0.8309082222125701,0.00518057148491935,small
mlp_mean,1234,f1,std,0.05327407332167131,0.08187177250865849,0.028597699186987173,FLAG
mlp_mean,2024,auc,mean,0.9458491161616163,0.9363131313131313,-0.009535984848484946,small
mlp_mean,2024,auc,std,0.032863179993693585,0.036418414128906354,0.003555234135212769,small
mlp_mean,2024,acc,mean,0.8624999999999999,0.825,-0.03749999999999998,FLAG
mlp_mean,2024,acc,std,0.05448623679425842,0.06373774391990983,0.009251507125651405,small
mlp_mean,2024,balanced_acc,mean,0.8668718434343434,0.8291666666666666,-0.03770517676767682,FLAG
mlp_mean,2024,balanced_acc,std,0.046735496998784244,0.05746087133447325,0.010725374335689007,FLAG
mlp_mean,2024,sen,mean,0.843465909090909,0.79375,-0.04971590909090906,FLAG
mlp_mean,2024,sen,std,0.13975511483639474,0.12358052507448715,-0.016174589761907596,FLAG
mlp_mean,2024,spe,mean,0.8902777777777777,0.8645833333333334,-0.025694444444444353,FLAG
mlp_mean,2024,spe,std,0.05697830971323889,0.08913540036800997,0.032157090654771084,FLAG
mlp_mean,2024,f1,mean,0.853733672882609,0.8152892022457241,-0.03844447063688494,FLAG
mlp_mean,2024,f1,std,0.06390585133907073,0.07292509732375524,0.00901924598468451,small
mlp_mean,2026,auc,mean,0.9405555555555556,0.9329663825757576,-0.007589172979797998,small
mlp_mean,2026,auc,std,0.04207453039607455,0.04878869632944071,0.006714165933366163,small
mlp_mean,2026,acc,mean,0.8375,0.76875,-0.06874999999999998,FLAG
mlp_mean,2026,acc,std,0.08926785535678565,0.09901862198596786,0.009750766629182214,small
mlp_mean,2026,balanced_acc,mean,0.8420454545454545,0.7708964646464647,-0.07114898989898988,FLAG
mlp_mean,2026,balanced_acc,std,0.08421187117025311,0.08060568383465526,-0.003606187335597852,small
mlp_mean,2026,sen,mean,0.852840909090909,0.7431818181818182,-0.10965909090909087,FLAG
mlp_mean,2026,sen,std,0.10284404816906839,0.28727308688124786,0.18442903871217947,FLAG
mlp_mean,2026,spe,mean,0.83125,0.7986111111111112,-0.032638888888888884,FLAG
mlp_mean,2026,spe,std,0.0940632626296962,0.14078565925495343,0.04672239662525722,FLAG
mlp_mean,2026,f1,mean,0.8362185825600459,0.726238222561752,-0.10998035999829392,FLAG
mlp_mean,2026,f1,std,0.0924830153443916,0.17796243882831084,0.08547942348391924,FLAG
mlp_mean,7,auc,mean,0.9462373737373738,0.9367605744949496,-0.009476799242424172,small
mlp_mean,7,auc,std,0.04360896525167038,0.032991203389302316,-0.010617761862368062,FLAG
mlp_mean,7,acc,mean,0.8562500000000001,0.8500000000000001,-0.006249999999999978,small
mlp_mean,7,acc,std,0.059621200088559125,0.06846531968814579,0.008844119599586663,small
mlp_mean,7,balanced_acc,mean,0.8593276515151516,0.8446496212121213,-0.014678030303030276,FLAG
mlp_mean,7,balanced_acc,std,0.059916378677750584,0.06760068723616225,0.007684308558411665,small
mlp_mean,7,sen,mean,0.8269886363636365,0.805965909090909,-0.02102272727272747,FLAG
mlp_mean,7,sen,std,0.07962810235662628,0.12284657238227849,0.04321847002565221,FLAG
mlp_mean,7,spe,mean,0.8916666666666667,0.8833333333333334,-0.008333333333333304,small
mlp_mean,7,spe,std,0.06821127309893707,0.0513701166914081,-0.016841156407528972,FLAG
